pokemonId,latitude,longitude,city,continent,number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
21,1.298934,103.855367,Singapore,Asia,21,Spearow,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Spearow.png,Normal,Flying,Kanto,Tiny,0.3 m,2 kg,Spearow family,112,60,120,10-798,11-106,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.","['Peck', 'Quick Attack', 'Aerial Ace', 'Drill Peck', 'Sky Attack', 'Twister']"
13,49.781717,14.170264,Prague,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
92,50.069287,14.388492,Prague,Europe,92,Gastly,https://static.wikia.nocookie.net/pokemongo/images/c/c1/Gastly.png,Ghost,Poison,Kanto,Gas,1.3 m,0.1 kg,Gastly family,186,67,102,"13-1,229",10-92,40%,10%,50%,50%,"{'62.5%': ['Fairy', 'Grass'], '39%': ['Bug', 'Normal', 'Poison'], '24%': ['Fighting']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind.","['Astonish', 'Lick', 'Sucker Punch', 'Dark Pulse', 'Night Shade', 'Sludge Bomb', 'Ominous Wind']"
16,20.529618,-97.458969,Mexico_City,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
96,53.87672,-2.383962,London,Europe,96,Drowzee,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Drowzee.png,Psychic,,Kanto,Hypnosis,1 m,32.4 kg,Drowzee family,89,136,155,"11-1,040",14-134,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"If your nose becomes itchy while you are sleeping, it's a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
16,35.680705,139.912946,Chicago,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
21,40.054851,-76.243884,New_York,America,21,Spearow,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Spearow.png,Normal,Flying,Kanto,Tiny,0.3 m,2 kg,Spearow family,112,60,120,10-798,11-106,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.","['Peck', 'Quick Attack', 'Aerial Ace', 'Drill Peck', 'Sky Attack', 'Twister']"
19,-37.78855,175.283847,Auckland,Pacific,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
21,26.230412,-98.195797,Chicago,America,21,Spearow,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Spearow.png,Normal,Flying,Kanto,Tiny,0.3 m,2 kg,Spearow family,112,60,120,10-798,11-106,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.","['Peck', 'Quick Attack', 'Aerial Ace', 'Drill Peck', 'Sky Attack', 'Twister']"
23,33.314392,-112.053645,Phoenix,America,23,Ekans,https://static.wikia.nocookie.net/pokemongo/images/1/11/Ekans.png,Poison,,Kanto,Snake,2 m,6.9 kg,Ekans family,110,97,111,10-927,10-99,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.,"['Acid', 'Poison Sting', 'Poison Fang', 'Sludge Bomb', 'Wrap', 'Gunk Shot']"
116,44.346738,-72.74532,New_York,America,116,Horsea,https://static.wikia.nocookie.net/pokemongo/images/6/6c/Horsea.png,Water,,Kanto,Dragon,0.4 m,8 kg,Horsea family,129,103,102,"11-1,056",10-92,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Horsea eats small insects and moss off of rocks. If the ocean current turns fast, this Pokémon anchors itself by wrapping its tail around rocks or coral to prevent being washed away.","['Bubble', 'Water Gun', 'Bubble Beam', 'Dragon Pulse', 'Flash Cannon']"
4,39.056325,-77.510389,New_York,America,4,Charmander,https://static.wikia.nocookie.net/pokemongo/images/5/56/Charmander.png,Fire,,Kanto,Lizard,0.6 m,8.5 kg,Charmander family,116,93,118,10-980,11-105,20%,10%,87.5%,12.5%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when Charmander is enjoying itself. If the Pokémon becomes enraged, the flame burns fiercely.","['Ember', 'Scratch', 'Flame Burst', 'Flame Charge', 'Flamethrower']"
48,53.687951,-0.439586,London,Europe,48,Venonat,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Venonat.png,Bug,Poison,Kanto,Insect,1 m,30 kg,Venonat family,100,100,155,"11-1,004",14-134,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.","['Bug Bite', 'Confusion', 'Poison Fang', 'Psybeam', 'Signal Beam']"
133,47.648699,-122.305696,Los_Angeles,America,133,Eevee,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Eevee.png,Normal,,Kanto,Evolution,0.3 m,6.5 kg,Eevee family,104,114,146,"11-1,071",13-127,40%,10%,87.5%,12.5%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,"['Quick Attack', 'Tackle', 'Dig', 'Swift', 'Body Slam', 'Last Resort']"
98,44.498488,11.339771,Rome,Europe,98,Krabby,https://static.wikia.nocookie.net/pokemongo/images/d/da/Krabby.png,Water,,Kanto,River,0.4 m,6.5 kg,Krabby family,181,124,102,"17-1,561",10-92,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.","['Bubble', 'Mud Shot', 'Bubble Beam', 'Vise Grip', 'Water Pulse']"
19,19.259539,-99.566087,Mexico_City,America,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
41,49.223463,17.639632,Prague,Europe,41,Zubat,https://static.wikia.nocookie.net/pokemongo/images/6/67/Zubat.png,Poison,Flying,Kanto,Bat,0.8 m,7.5 kg,Zubat family,83,73,120,10-667,11-106,50%,20%,50%,50%,"{'62.5%': ['Fairy', 'Ground', 'Poison'], '39%': ['Bug', 'Fighting', 'Grass']}","{'160%': ['Electric', 'Ice', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned.,"['Bite', 'Quick Attack', 'Air Cutter', 'Poison Fang', 'Swift', 'Sludge Bomb']"
13,42.997927,-78.815567,New_York,America,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
16,39.895138,-75.377789,New_York,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
16,50.700932,-120.396988,Vancouver,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
117,37.686749,-122.18068,Los_Angeles,America,117,Seadra,https://static.wikia.nocookie.net/pokemongo/images/2/2d/Seadra.png,Water,,Kanto,Dragon,1.2 m,25 kg,Horsea family,187,156,146,"24-2,093",13-127,20%,6%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,Seadra sleeps after wriggling itself between the branches of coral. Those trying to harvest coral are occasionally stung by this Pokémon's poison barbs if they fail to notice it.,"['Dragon Breath', 'Water Gun', 'Aurora Beam', 'Dragon Pulse', 'Hydro Pump', 'Blizzard']"
98,50.08045,14.427888,Prague,Europe,98,Krabby,https://static.wikia.nocookie.net/pokemongo/images/d/da/Krabby.png,Water,,Kanto,River,0.4 m,6.5 kg,Krabby family,181,124,102,"17-1,561",10-92,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.","['Bubble', 'Mud Shot', 'Bubble Beam', 'Vise Grip', 'Water Pulse']"
96,51.665116,-0.275577,London,Europe,96,Drowzee,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Drowzee.png,Psychic,,Kanto,Hypnosis,1 m,32.4 kg,Drowzee family,89,136,155,"11-1,040",14-134,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"If your nose becomes itchy while you are sleeping, it's a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
16,41.72354,12.677474,Rome,Europe,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
16,32.154709,-95.115075,Chicago,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
17,32.939393,-97.390195,Chicago,America,17,Pidgeotto,https://static.wikia.nocookie.net/pokemongo/images/5/57/Pidgeotto.png,Normal,Flying,Kanto,Bird,1.1 m,30 kg,Pidgey family,117,105,160,"13-1,194",15-138,25%,9%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgeotto claims a large area as its own territory. This Pokémon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws.","['Steel Wing', 'Wing Attack', 'Aerial Ace', 'Air Cutter', 'Twister']"
19,35.685868,139.928961,Tokyo,Asia,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
16,45.158014,1.538916,Paris,Europe,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
16,37.195524,-93.287799,Chicago,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
13,48.302021,14.28224,Vienna,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
41,20.521678,-97.428376,Mexico_City,America,41,Zubat,https://static.wikia.nocookie.net/pokemongo/images/6/67/Zubat.png,Poison,Flying,Kanto,Bat,0.8 m,7.5 kg,Zubat family,83,73,120,10-667,11-106,50%,20%,50%,50%,"{'62.5%': ['Fairy', 'Ground', 'Poison'], '39%': ['Bug', 'Fighting', 'Grass']}","{'160%': ['Electric', 'Ice', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned.,"['Bite', 'Quick Attack', 'Air Cutter', 'Poison Fang', 'Swift', 'Sludge Bomb']"
13,44.337089,-72.756466,New_York,America,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
16,53.472848,-113.403376,Edmonton,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
19,52.697072,-2.02766,London,Europe,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
133,32.746658,-116.925677,Los_Angeles,America,133,Eevee,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Eevee.png,Normal,,Kanto,Evolution,0.3 m,6.5 kg,Eevee family,104,114,146,"11-1,071",13-127,40%,10%,87.5%,12.5%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,"['Quick Attack', 'Tackle', 'Dig', 'Swift', 'Body Slam', 'Last Resort']"
13,50.038319,14.32743,Prague,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
19,44.419731,11.91262,Rome,Europe,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
85,10.756425,106.639953,Ho_Chi_Minh,Asia,85,Dodrio,https://static.wikia.nocookie.net/pokemongo/images/1/1a/Dodrio.png,Normal,Flying,Kanto,Triple,1.8 m,85.2 kg,Doduo family,218,140,155,"28-2,362",14-134,20%,6%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,Watch out if Dodrio's three heads are looking in three separate directions. It's a sure sign that it is on its guard. Don't go near this Pokémon if it's being wary—it may decide to peck you.,"['Feint Attack', 'Steel Wing', 'Aerial Ace', 'Brave Bird', 'Drill Peck', 'Air Cutter']"
16,46.003918,8.960431,Zurich,Europe,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
56,33.2979,-112.118477,Phoenix,America,56,Mankey,https://static.wikia.nocookie.net/pokemongo/images/8/8b/Mankey.png,Fighting,,Kanto,Pig,0.5 m,28 kg,Mankey family,148,82,120,"12-1,164",11-106,50%,10%,50%,50%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"When Mankey starts shaking and its nasal breathing turns rough, it's a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.","['Karate Chop', 'Scratch', 'Brick Break', 'Cross Chop', 'Low Sweep']"
96,46.060268,14.513914,Ljubljana,Europe,96,Drowzee,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Drowzee.png,Psychic,,Kanto,Hypnosis,1 m,32.4 kg,Drowzee family,89,136,155,"11-1,040",14-134,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"If your nose becomes itchy while you are sleeping, it's a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
10,-22.976829,-47.019353,Stockholm,Europe,10,Caterpie,https://static.wikia.nocookie.net/pokemongo/images/0/05/Caterpie.png,Bug,,Kanto,Worm,0.3 m,2.9 kg,Caterpie family,55,55,128,10-437,12-113,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.","['Bug Bite', 'Tackle', 'Struggle']"
